comment_id,pergunta_original,topic_id,topic_name
Ugxsa63AC0CqXVFSDSN4AaABAg,É possível que eu esteja grávida após iniciar o anticoncepcional há 4 dias e ter tido relações?,2,Risco de gravidez com anticoncepcional
Ugxsa63AC0CqXVFSDSN4AaABAg,O sangramento rosa bem claro fora do período menstrual pode indicar gravidez?,51,Sangramento marrom rosado com atraso menstrual
Ugw6ksz18YzJX68AKqt4AaABAg,Uma mulher de 33 anos ainda pode engravidar?,18,Idade materna e chance de engravidar
Ugw6ksz18YzJX68AKqt4AaABAg,"Ter útero didelfo, com dois úteros, pode dificultar ou impedir uma nova gravidez?",104,Gravidez com trompas obstruídas
UgxWf1ogat4k8OUhdlx4AaABAg,Não pode puxar o cordão umbilical para retirar a placenta?,31,Remoção manual da placenta
UgzaJgPrkRlYSnMd3Md4AaABAg,A retirada do útero é uma solução para um mioma pequeno que encosta no endométrio e causa sangramento direto?,55,Mioma uterino e gravidez
UgyVpAfaIS45wYIaFnF4AaABAg,O bebê pode ter algum problema por eu ter tomado remédios para ansiedade e depressão antes de descobrir que estava grávida?,62,Impacto de medicamentos na gravidez
UgxRHFkFc0z9KLM7KEF4AaABAg.AIS7PRli_qlAK4HfuUoQ6j,"Na gestação, os suplementos mencionados devem ser tomados antes da refeição?",44,Suplementação de vitaminas na gestação
UgxnP2xN92qguFRqlQd4AaABAg.AN0qfgMN4ksAN0r6b43VR3,"Sertralina, clonazepam e Pasalix podem interferir na eficácia do anticoncepcional Yaz?",2,Risco de gravidez com anticoncepcional
UgxnP2xN92qguFRqlQd4AaABAg.AN0qfgMN4ksAN0r6b43VR3,O escape que estou tendo pode ser causado por uma interação desses medicamentos com o anticoncepcional?,2,Risco de gravidez com anticoncepcional
Ugw6YXeHg8CLU36IPtV4AaABAg.AJ7vQprgLOvASSbIQmOqtv,"Qual código devo usar para contribuir ao INSS como autônoma, sendo também CLT?",1,Auxílio maternidade do INSS
Ugw6YXeHg8CLU36IPtV4AaABAg.AJ7vQprgLOvASSbIQmOqtv,"Se eu contribuir como autônoma em janeiro e fevereiro e meu bebê nascer em março, vou receber o salário-maternidade de um salário mínimo pelo INSS?",1,Auxílio maternidade do INSS
Ugxh0LVf8tjqPzRggix4AaABAg,O teste do repolho funciona para saber o sexo do bebê?,22,Identificação do sexo do bebê na gestação
UgzpL5ibb3Qm6anBZrB4AaABAg,"Mesmo usando contraceptivo trimestral há 6 anos e sem atrasar a aplicação, existe possibilidade de gravidez após uma relação desprotegida, com fisgada forte no pé da barriga, cólicas leves e enjoo pela manhã?",2,Risco de gravidez com anticoncepcional
Ugx7qZA_7Zd5AhX0w294AaABAg,O beta HCG está regredindo com esses resultados de exame?,6,Interpretação do beta hCG quantitativo na gestação
Ugx7ICGUXPN19RxpLSV4AaABAg,A saída de maternidade é para ser usada no dia em que o bebê sai da maternidade?,36,Mala maternidade para o hospital
Ugx7ICGUXPN19RxpLSV4AaABAg,Quando o bebê recebe a alta da maternidade?,35,Bolsa Família e auxílio-maternidade
UgxFciTmfwOIVPkhzE54AaABAg,O que devo fazer se o meu auxílio-maternidade estiver há 41 dias em análise?,1,Auxílio maternidade do INSS
Ugzzz8hLCHyAmmxL7TV4AaABAg,É recomendado que a gestante durma do lado esquerdo?,76,Posição para dormir na gestação
Ugzzz8hLCHyAmmxL7TV4AaABAg,Dormir de barriga para cima durante a gravidez faz mal?,76,Posição para dormir na gestação
Ugwzxfk6mz0d1c6-va94AaABAg.ALj-KFS0C-lAV7ZA08DYLt,O que fazer quando a bebê de 2 meses dorme no peito depois de cerca de 3 minutos e não mama direito?,20,Sono do bebê e amamentação
Ugwzxfk6mz0d1c6-va94AaABAg.ALj-KFS0C-lAV7ZA08DYLt,Como continuar amamentando só no peito quando a bebê dorme durante a mamada e a mãe precisou começar a dar mamadeira?,13,Pega do bebê e posição na amamentação
UgxTs639Z_n8Gx82ScR4AaABAg,É normal o bebê parar de mexer na barriga com 6 meses de gestação?,57,Sentir o bebê mexendo na gestação
UgzzTPYuQ-u5SZbv2tB4AaABAg,"Com 37 semanas de gravidez, sentir os chutes do bebê só na costela pode indicar que ele está em posição transversa?",4,dilatação e sinais de trabalho de parto
UgwP758tPLu6Hpx9bJx4AaABAg.ALgQDGkRIzgAP3i5e9em_S,"Se eu contribuí em julho deste ano como MEI e meu MEI está desativado, ainda consigo solicitar o auxílio-maternidade?",17,Direitos do MEI ao salário maternidade
UgwVQ0OT56w66CGTpbx4AaABAg,É possível estar grávida mesmo com um teste de gravidez com linha fraca e outros testes negativos?,75,Interpretação do teste de gravidez
UgwVQ0OT56w66CGTpbx4AaABAg,O lúpus pode interferir no resultado do teste de gravidez?,88,Resultado negativo em testes de gravidez
UgyrXCEkjK7WMoellSF4AaABAg,A gestante deve pagar a parcela e solicitar o auxílio-maternidade quando entrar em repouso?,1,Auxílio maternidade do INSS
UgwseDXgYguLZstzxzp4AaABAg,Para que serve o taping na gestação e no pós-parto?,49,Uso de taping e cinta pós-parto
UgyL389ndizaGC0mhqR4AaABAg.AE-G3D6PIkCAIhwn-CTv90,O uso de progesterona por via vaginal pode causar sono?,3,Uso de progesterona na reposição
UgyL389ndizaGC0mhqR4AaABAg.AE-G3D6PIkCAIhwn-CTv90,Como é feito o ciclo com progesterona por via vaginal?,3,Uso de progesterona na reposição
UgwoLRfx-BpuOgN-GYF4AaABAg.APGckWLb8VzASFU9XzBOcH,A pessoa que relatou 23 dias de atraso menstrual e sintomas de gravidez estava grávida?,24,Possibilidade de gravidez com atraso menstrual
UgwqmwvFF3ypvzJRWAJ4AaABAg.AF-p0UyasRUATFn3yPvi5v,É possível permanecer em algum ambiente da creche por alguns dias até a criança se adaptar na EMEI?,23,Adaptação e desenvolvimento na creche
UgyTDPNqc1eLEczwtAV4AaABAg,Quantas aplicações de tapping são necessárias no pós-parto?,49,Uso de taping e cinta pós-parto
UgyTDPNqc1eLEczwtAV4AaABAg,"Após uma aplicação de tapping por 5 ou 7 dias e a retirada, com que frequência ele deve ser usado novamente no pós-parto?",49,Uso de taping e cinta pós-parto
UgwdE1UoBFNXolpqqmF4AaABAg,Qual creme de barreira é indicado no pós-parto?,49,Uso de taping e cinta pós-parto
UgxdJG99c6qXlmTHUuh4AaABAg,"Um feto é um ser vivo, mas não uma vida?",16,Embrião e feto como vida humana
UgwIohMaBCmV6wztErB4AaABAg,"Ainda posso receber o salário-maternidade, mesmo com o pedido negado pelo INSS e minha filha já tendo 4 anos?",1,Auxílio maternidade do INSS
UgyxPerUYC9PcO-3Y354AaABAg,Como é feita a retirada do taping no pós-parto?,49,Uso de taping e cinta pós-parto
UgyxPerUYC9PcO-3Y354AaABAg,A paciente pode retirar o taping sozinha e o que deve utilizar para isso?,49,Uso de taping e cinta pós-parto
UgwduJUmJFUixap3vxB4AaABAg.AL7WCDGo2LfALKKor5XGSK,"Por que a menstruação atrasou tanto, se o meu ciclo é bem regulado?",7,Irregularidade do ciclo menstrual
Ugz1FCxXzfvXsxXCS7V4AaABAg,"Uma gestante de 21 semanas com hemoglobina 13, ferro 88 e ferritina 32,75 que começou a tomar 60 mg de ferro deve ficar preocupada?",103,Suplementação de ferro na gestação
UgxN3Clji0eaJzynla94AaABAg,Tive relação sexual no último comprimido da cartela e corro risco de engravidar?,2,Risco de gravidez com anticoncepcional
UgzgeLEcVGF549RxzQ14AaABAg.ADpBsjuRKD8ADwfCyE_jtR,"Para o meu filho, devo usar iodo a 2% ou a 5%?",49,Uso de taping e cinta pós-parto
UgxdQlWG3qyFhVOq34V4AaABAg,Uma gestante com sangue O negativo e ferritina baixa pode ter hemorragia no parto?,93,Descolamento e placenta baixa
UgyqxRgMZTnSv2u0Jbt4AaABAg,O fato de eu não sentir mais enjoos aos três meses de gravidez indica que o bebê é menino?,22,Identificação do sexo do bebê na gestação
UgyOGcH5wevLOWKp9dN4AaABAg.AIPKNz1xA9iAIQyxRSx1PV,Por que a placenta fica grudada ao útero?,93,Descolamento e placenta baixa
Ugy2k_pg401n0bidxwx4AaABAg.AMhhtr90cY2AT8yrevXdxt,O bebê teve alguma sequela após a mãe ter tomado muito chá de boldo sem saber que estava grávida?,62,Impacto de medicamentos na gravidez
UgySMxRl6RyhrGOTMwZ4AaABAg,Você está sentindo muito enjoo durante a gravidez?,28,Enjoo e desconforto no início da gravidez
Ugxvl0lIllQHo_G30Id4AaABAg,Há risco de gravidez após esquecer de tomar um comprimido do anticoncepcional no mesmo dia em que teve relação desprotegida?,2,Risco de gravidez com anticoncepcional
Ugxvl0lIllQHo_G30Id4AaABAg,"Mesmo tendo começado outra cartela dois dias depois e emendado sem pausa, ainda existe risco de gravidez?",2,Risco de gravidez com anticoncepcional
UgwlmHUHd7ErQO6Xy094AaABAg,Um coágulo com material branco que saiu durante a gravidez pode ser o bebê?,40,Sangramento no início da gravidez
Ugy2KV_8iobmW5wvGUB4AaABAg,"É normal, com 37 semanas de gravidez, estar completamente seca e sem aumento de corrimento, mesmo tendo os outros sinais de dilatação?",4,dilatação e sinais de trabalho de parto
Ugz83-fIl2nRog0oMcp4AaABAg,Qual é o sexo do bebê?,22,Identificação do sexo do bebê na gestação
UgwMDkfyWwKaONb4JF54AaABAg,Quanto custa para retirar um caroço na entrada da vagina?,55,Mioma uterino e gravidez
UgzA2G0O-8QvBVs7Gzp4AaABAg.AKoV9N7vatHAMG0eldqIDT,A ultrassonografia em 8K pode ser feita em qualquer idade gestacional?,8,Ultrassom no início da gestação
Ugyw60d201oG_4Lt9FF4AaABAg,É possível fazer reposição apenas de progesterona?,3,Uso de progesterona na reposição
Ugyw60d201oG_4Lt9FF4AaABAg,A reposição de progesterona pode ser feita em gel transdérmico?,3,Uso de progesterona na reposição
Ugx2s-xN9vAjJHGe3cd4AaABAg.AGQQpVFKv13AIo7hT47Jvi,Qual era o ferro que você dava ao seu bebê?,103,Suplementação de ferro na gestação
Ugx2s-xN9vAjJHGe3cd4AaABAg.AGQQpVFKv13AIo7hT47Jvi,Você tem foto das fezes do seu bebê?,86,Alterações nas fezes e evacuação
Ugx-l-PCzAQLFde4AZ14AaABAg,Um embrião só é considerado vivo depois de 6 meses de gestação?,16,Embrião e feto como vida humana
UgwlwO33V2vckF4yJz94AaABAg,Você pode fazer um vídeo sobre a respiração do bebê recém-nascido?,54,Banho e cuidados do recém-nascido
UgylwTN7R6IzTogaUpB4AaABAg,A diabetes gestacional desapareceu depois que o bebê nasceu?,69,Controle da diabetes gestacional
UgxfyuzhcYKKYYADj6V4AaABAg,Existe leite paterno?,73,Armazenamento e oferta de leite materno
UgxMXroxXre0Co-HZpx4AaABAg,É normal continuar sentindo mau cheiro no ouvido da recém-nascida quatro dias depois de cair leite nele?,54,Banho e cuidados do recém-nascido
UgwwX6QfLchxp0N0WJt4AaABAg.AV9rVlod5tpAVGK2_lBOI7,Houve ejaculação interna?,70,Risco de engravidar em relação sem proteção
UgzTgQnrYlcTI2BgOyJ4AaABAg.ASF_MDfJf_3AShFTfGAzmB,Com quantos dias de atraso menstrual a gravidez foi descoberta?,30,Teste negativo na gravidez com atraso menstrual
Ugw-Qm4-KsuloPiupZ14AaABAg,"É preciso pagar a guia GPS de uma gestante que trabalha como CLT e também tem atividade como contribuinte individual para que ela receba um segundo salário-maternidade, se no vínculo CLT ela já vai tirar a licença?",1,Auxílio maternidade do INSS
Ugw-Qm4-KsuloPiupZ14AaABAg,"Se a gestante aparece no CNIS como filiada à Shopee em “agrupamento de contratantes/cooperativas” e com qualidade de segurada, isso dispensa o pagamento da guia GPS para o segundo salário-maternidade?",1,Auxílio maternidade do INSS
UgwAdQFkyp2-ryRyqwx4AaABAg,Onde encontrar o guia no aplicativo do INSS para solicitar o salário-maternidade?,1,Auxílio maternidade do INSS
UgyJwgzXAwdubWI_4d54AaABAg,"Com 37 semanas de gestação, um bebê que sempre esteve cefálico pode estar em posição oblíqua se a cabeça passar a ser sentida na lateral do quadril?",97,Percentis fetais e crescimento na gestação
Ugwb4dJyWvcmwb76AGR4AaABAg,É normal o bebê ficar pulando quando a gravidez ainda não está com três meses?,57,Sentir o bebê mexendo na gestação
UgxH5o52kpBu2t7gYIF4AaABAg.AHL4JAUT-AoAHZB8CqA9Y6,A mesma regra de carência vale para parto de emergência e para parto a termo?,34,Carência e cobertura obstétrica no parto
UgzyOvIFdsnK7nkYLht4AaABAg.AG0HSPq_7EYAKmMKdgrisI,Você descobriu alguma coisa para ajudar com a constipação durante a gravidez?,74,Uso de Mounjaro na amamentação
UgxDSWqcS_c7V3-gGR14AaABAg,Você está tomando vitaminas durante a gravidez?,44,Suplementação de vitaminas na gestação
Ugz15eXjreRz7K4oglZ4AaABAg.AOxjpcfdH26AV1O0zrV-aq,É possível ficar sem progesterona quando não se tem útero?,83,Reposição de progesterona sem útero
Ugz-o66mBJerOL2ErPJ4AaABAg.ALhbMyXwhVDAM89BEJRhs_,Já posso fazer um teste de gravidez 4 dias após a ovulação?,101,Quando fazer teste de gravidez
UgyYcBY_6jRO30b7jFV4AaABAg,As contrações do parto não doem?,79,Dor nas contrações e dilatação
UgyBabuq4JA9Fi76f394AaABAg,O sangramento de nidação pode ocorrer na segunda semana de gestação?,10,Sangramento de nidação e menstruação
UgzklWgprgJKM6vz-6V4AaABAg,"Esquecer de tomar um comprimido do Cerazette na última semana da cartela, após ter tido relação sexual, aumenta o risco de engravidar?",2,Risco de gravidez com anticoncepcional
UgzU9rp0zPkvUAbVUW94AaABAg,É adequado que o obstetra coloque as gestantes diretamente na indução e não respeite o processo natural do parto normal?,56,Indução do trabalho de parto
UgzXrPMbpUV79pNwXON4AaABAg,O que é um embrião?,16,Embrião e feto como vida humana
UgxLPBaMRFG8P2cpv014AaABAg,Por que não há analgesia para aliviar a dor durante o parto normal?,25,Dor e analgesia no parto
UgxGuEHSu7toTTqedEN4AaABAg.AEk33ri_bBTAMcfwkel5_-,Por que a bomba de leite está retirando bem pouco leite?,27,Uso e funcionamento de bomba de leite
Ugwhw5ub2XRml_tBk-J4AaABAg.ALk5AeF60jsARjTzvjKSLn,Você tomou chá de boldo para ajudar a expelir um aborto retido?,42,Aborto retido e abortamento espontâneo
Ugx2GEOk6EkimepKVqN4AaABAg,Esse escape de três dias pode ser nidação?,10,Sangramento de nidação e menstruação
Ugx2GEOk6EkimepKVqN4AaABAg,"É possível estar grávida mesmo com teste de gravidez negativo, faltando dois dias para a menstruação descer?",30,Teste negativo na gravidez com atraso menstrual
Ugzjhjo_6JOgIvG6akl4AaABAg,"Posso usar o anel vaginal junto com outro anticoncepcional, como o Ammy, até terminar o sangramento de escape?",2,Risco de gravidez com anticoncepcional
UgwIIl5r4lKU7FoJZpV4AaABAg.AVnySV2rrcbAXJ5y6aVxyR,Com quantas semanas de gestação é possível realizar um aborto?,42,Aborto retido e abortamento espontâneo
UgwED9Te2CAFgpWCQvR4AaABAg.AM189vcVy1XAMDz4wMExAw,Por que uma mulher que sofreu violência sexual e engravidou tiraria a vida de um bebê inocente?,21,Aborto como direito e vida
Ugwm8-mEZCu3Mk4pu8p4AaABAg,É normal sentir muita dor e aparecer um caroço acima da cicatriz nove anos após a cesariana?,9,Cicatrização e secreção após cesárea
Ugx2M_Yi4QX7yUIfmQh4AaABAg,A empresa pode pagar apenas R$ 500 como primeira parcela do salário-maternidade?,1,Auxílio maternidade do INSS
Ugx5skBttYDjl2QUf9R4AaABAg,"Estou grávida de 6 semanas e 2 dias, senti cólicas, dor nas costas e um leve sangramento; isso pode ser um aborto?",40,Sangramento no início da gravidez
UgwgTIsndHWERRFa-sB4AaABAg,Por que tantas mulheres preferem cesárea quando não há risco?,14,Indicações e escolha entre cesárea e parto normal
UgxfxRXm_Bb_0UzRQeZ4AaABAg.AKUKyB436otAKVn1bfWicH,Você teve dificuldades para fazer força na hora de empurrar durante o parto?,19,Posições e dinâmica do parto
UgxfxRXm_Bb_0UzRQeZ4AaABAg.AKUKyB436otAKVn1bfWicH,Você teve problemas na evolução da dilatação durante o trabalho de parto?,41,evolução da dilatação no parto
Ugxi3TFSAPMRhFox1Gp4AaABAg,Como saber se o segundo bebê está em posição cefálica: por ultrassom na hora ou pelo toque?,8,Ultrassom no início da gestação
UgwJvgtyPbSpyAgyZUV4AaABAg,"Por que meu auxílio-maternidade será de apenas 4 parcelas de um salário mínimo, mesmo eu tendo contribuído por 1 ano e meio?",1,Auxílio maternidade do INSS
UgwJvgtyPbSpyAgyZUV4AaABAg,Preciso contratar um advogado para verificar se o cálculo do meu auxílio-maternidade está correto?,1,Auxílio maternidade do INSS
UgypLihz0mKngiTJSmR4AaABAg.AG-G2FcFNAaAG3swyYlRsV,Seus exames de pré-natal estão em dia?,8,Ultrassom no início da gestação
UgyIm2et8a2nCy79rmZ4AaABAg,"Depois de uma FIV com transferência em 28/07, se no ultrassom de 25/08 só foram vistos o saco gestacional e a vesícula, ainda há chance de a gestação se desenvolver?",8,Ultrassom no início da gestação
Ugxpdz01pQe1wSPIeOF4AaABAg.AQP2-IaS8b5ASioJHMZpxZ,Devo fazer um teste de farmácia ou um beta hCG para tirar a dúvida sobre uma possível gravidez?,6,Interpretação do beta hCG quantitativo na gestação
Ugw6GL6gOt_xc9CTrnl4AaABAg,"É possível estar grávida mesmo tendo menstruado em março, ou isso pode ser menopausa?",24,Possibilidade de gravidez com atraso menstrual
Ugz2CkC446LuEOhTTjF4AaABAg,O embrião parece muito com um T-rex?,16,Embrião e feto como vida humana
Ugxla77QZcdhkzOX0p94AaABAg,É normal estar com 9 meses de gravidez e ainda não ter nenhum sinal de trabalho de parto?,4,dilatação e sinais de trabalho de parto
UgyS756zdwllhKHVLct4AaABAg,"Um resultado de beta hCG de 1808,7 indica gravidez?",6,Interpretação do beta hCG quantitativo na gestação
Ugyn4ExZDRrAhbp98IF4AaABAg.AUYXuqcXERrAWYqjvXzpYy,Qual quantidade de Mounjaro você está tomando enquanto amamenta sua filha de dois anos?,74,Uso de Mounjaro na amamentação
UgzMzK9vXigyMa9b19J4AaABAg,O diabetes gestacional e a pré-eclâmpsia foram abordados na comparação entre parto normal e cesárea?,14,Indicações e escolha entre cesárea e parto normal
UgwxVKI3y2e6RgB8ToR4AaABAg,"Para quem usa indutor de ovulação, é melhor tomar por via oral ou por outra forma de uso?",3,Uso de progesterona na reposição
UgyiENkTM8fzE9zJuwR4AaABAg,E se a gravidez for de gêmeos?,11,Gestação de gêmeos e trigêmeos
Ugzb4kn5eUk7q6t-jFZ4AaABAg,"Quando a mulher já tem naturalmente o colo do útero curto, a dilatação no parto fica pior?",41,evolução da dilatação no parto
Ugzb4kn5eUk7q6t-jFZ4AaABAg,O bebê pressiona mais o colo do útero antes da hora de nascer quando ele já é curto?,41,evolução da dilatação no parto
Ugw3hT9jgbJNeOSnajp4AaABAg,O teste de gravidez é colocado primeiro na urina e depois na comida?,78,Testes de gravidez caseiros com urina
UgzKciWwSC8SeJLvaPJ4AaABAg,"Com 36 semanas de gravidez, ir com frequência ao banheiro e sentir muita dor de barriga pode ser sinal de dilatação?",4,dilatação e sinais de trabalho de parto
UgzRwk7hPmjUE0kp75V4AaABAg,"Qual polivitamínico é indicado antes da gestação, na fase em que estamos tentando engravidar?",44,Suplementação de vitaminas na gestação
UgxOF-symEsuB524w1F4AaABAg.ANnqLzqAt-6AO133OVhd2t,O sintoma foi apenas o atraso menstrual ou houve nidação?,10,Sangramento de nidação e menstruação
UgydKobozH9-mNduvhB4AaABAg,Existe algum exame ou procedimento para detectar autismo durante a gravidez?,63,Suplementação de ácido fólico e ferro na gestação
UgydKobozH9-mNduvhB4AaABAg,Ter 35 anos significa ter chegado ao limite para engravidar?,18,Idade materna e chance de engravidar
Ugxr1HhVuCZaoy_McHZ4AaABAg,Gestantes com 33 semanas de gestação e alto risco de pré-eclâmpsia devem usar AAS nessa fase da gestação?,96,Uso de AAS para prevenir pré-eclâmpsia
Ugxr1HhVuCZaoy_McHZ4AaABAg,"Em caso de alto risco de pré-eclâmpsia, com quantas semanas a gestação é interrompida?",33,Pré-eclâmpsia e pressão arterial na gravidez
UgyTKnz-OeJiaxeQPnx4AaABAg.APHFsLQTsa6AUu-I3Nsjvn,Um feto também é um ser humano em potencial?,16,Embrião e feto como vida humana
UgxU_zfdFep_dMnvHMl4AaABAg,O que uma mulher passa quando está com um bebê dentro do útero?,15,Atividades do feto no útero e cordão umbilical
UgzLIRIJbq3_xned-1R4AaABAg,É possível tomar banho usando o taping pós-parto?,49,Uso de taping e cinta pós-parto
UgxbT0g2yqrX_ahX1nt4AaABAg.AOmhrEHEQDWAOx9KTCSbAM,Por que a pessoa esperou até os 36 anos para começar as tentativas de engravidar?,18,Idade materna e chance de engravidar
Ugw06qVg_Lg_OzeARS54AaABAg.AM5oeBfE4J9ANSuHy_6h_K,"Gestantes com pressão baixa, como 10/6, não têm risco?",33,Pré-eclâmpsia e pressão arterial na gravidez
Ugw06qVg_Lg_OzeARS54AaABAg.AM5oeBfE4J9ANSuHy_6h_K,A pressão baixa por si só pode ser fator de risco para arritmia na gestação ou isso não tem relação?,33,Pré-eclâmpsia e pressão arterial na gravidez
Ugzy0CBdAUkVWxN8bXl4AaABAg,Arthur e Sophia são gêmeos?,11,Gestação de gêmeos e trigêmeos
Ugxa6TR6tapetSPqAhh4AaABAg,Ter poucos sintomas na gravidez significa que o hCG está baixo?,6,Interpretação do beta hCG quantitativo na gestação
Ugxa6TR6tapetSPqAhh4AaABAg,É normal estar com 10 semanas de gravidez e não sentir quase enjoos?,28,Enjoo e desconforto no início da gravidez
Ugw6LyTAwJAIvIgL22B4AaABAg.AMoTPeXkFOTANXSnk9pg5n,O auxílio-maternidade é recebido após o bebê nascer?,1,Auxílio maternidade do INSS
Ugzsv80HdhVwdPZPjRd4AaABAg,É possível visualizar o colo do útero sem estar gestante?,41,evolução da dilatação no parto
Ugw_yNu63NyfRMFkFGJ4AaABAg.ANDUyHWJOH9AReJtBPJFgQ,Você chegou a usar gengibre na água ou em chá durante a gravidez?,29,Consumo de chás e temperos na gestação
Ugw_yNu63NyfRMFkFGJ4AaABAg.ANDUyHWJOH9AReJtBPJFgQ,Você chegou a usar suplemento com vitamina B6 e gengibre durante a gravidez?,44,Suplementação de vitaminas na gestação
UgxpZKGwCERtmboQXG94AaABAg.ATMezWxcQE0AV3We1hJgvN,A conta da gestação foi feita errada ao indicar 43 semanas?,64,Dúvidas sobre bombinha elétrica na amamentação
Ugwo__bNLEljs7SFlEh4AaABAg,Quais são as 10 indicações absolutas de cesariana?,14,Indicações e escolha entre cesárea e parto normal
UgzSxtI526BOoiaLK_B4AaABAg,Como é uma placenta descolada?,93,Descolamento e placenta baixa
UgwqjXYFJgQ9Gbdq2PB4AaABAg,Quais vitaminas são indicadas para quem está planejando engravidar?,44,Suplementação de vitaminas na gestação
UgyamlLrSScMbXCoSJt4AaABAg.AKH_VAEZrFbALFC5De3zET,É normal a dor do parto cessar rapidamente após o nascimento do bebê e não voltar depois?,25,Dor e analgesia no parto
UgxT_3Jn0bifckZAxBl4AaABAg,É necessário validar a contribuição para ter direito ao auxílio-maternidade?,1,Auxílio maternidade do INSS
UgxT_3Jn0bifckZAxBl4AaABAg,Há algum problema em ter pago novamente a guia depois de o primeiro pagamento ter sido recusado e reembolsado?,1,Auxílio maternidade do INSS
UgxT_3Jn0bifckZAxBl4AaABAg,É preciso validar a guia de contribuinte individual para o auxílio-maternidade?,1,Auxílio maternidade do INSS
Ugx-eJ-Xt9jBSp8SpkR4AaABAg.AUQ1KMW2B_cAWhcVaiPebu,Houve indicação de uso de insulina na diabetes gestacional?,69,Controle da diabetes gestacional
UgxznxHOaX7GVBHrtj54AaABAg,"A queda do beta hCG de 127 para 110 em 8 dias, após sangramentos fortes no início da gestação, pode indicar risco de perder o bebê?",6,Interpretação do beta hCG quantitativo na gestação
UgzNHOMUJchJcObXPYt4AaABAg,"Mesmo após laqueadura, esses sintomas podem indicar gravidez antes do atraso menstrual?",39,Possibilidade de gravidez após laqueadura
UgzNHOMUJchJcObXPYt4AaABAg,Esses sintomas podem ser de uma gravidez ectópica ou de outro problema mais grave?,72,Indicação de gravidez por sintomas
UgxtK2H-I9gQWp_J47N4AaABAg,Quais são os três grupos mencionados no contexto do pré-natal?,8,Ultrassom no início da gestação
Ugy_2A6YgDuTLxjY5F94AaABAg,"Uma pessoa com SOP, menstruação desregulada, 14 dias de atraso, cólicas e enjoos pode estar grávida?",87,Gravidez na adolescência e infância
Ugx1EmDsTCM06xquYN54AaABAg,Quem disse a ela que fazer xixi depois do sexo evita gravidez?,70,Risco de engravidar em relação sem proteção
UgycPFot2OWoiBce-Il4AaABAg,Quem trabalhou com carteira assinada como CLT e também contribuiu como CNPJ em 2023 teria direito a receber dois auxílios-maternidade?,1,Auxílio maternidade do INSS
UgzeAN3jRPXzFvDm10h4AaABAg,É melhor ir para a maternidade hoje?,59,Cuidados com produtos na gravidez
UgyhSKL_llh1-Qjsx4V4AaABAg,Será que o bebê fez cocô?,86,Alterações nas fezes e evacuação
UgyleHWRkoMHna5Zt6l4AaABAg.AJJs_qqlom9AVxuSA8y7qC,"Na gravidez de 7 meses, é normal sentir cólicas por um instante, endurecimento da barriga e vontade de urinar quase o tempo todo?",43,Dor lombar e pélvica na gestação
Ugw97jN4SmfB6A_X4SV4AaABAg,"Se a barriga da gestante continua redonda, isso indica que é menina?",22,Identificação do sexo do bebê na gestação
Ugw97jN4SmfB6A_X4SV4AaABAg,"Se a barriga da gestante fica redonda para baixo, isso indica que é menino?",22,Identificação do sexo do bebê na gestação
UgyQP6F80K9Dcw81ykV4AaABAg.AUEC2_zrMJ5AUbFJiUrwfF,Há países em que é permitido tirar a vida do bebê com nove meses de gestação?,21,Aborto como direito e vida
UgwGGAjdc6chVdH1ttN4AaABAg.AMQDuFsC1f4ANzoYjmtao6,Houve nidação?,10,Sangramento de nidação e menstruação
UgxC0rF0nRFm9zZpuF14AaABAg,Quem recebe Bolsa Família tem o benefício bloqueado ao pagar essa única parcela do auxílio-maternidade?,35,Bolsa Família e auxílio-maternidade
UgxYnb_DIoZUUL2VIqF4AaABAg.ALn2SugjPUXAM0i2vCUiaU,Um embrião que ainda não tem sistema nervoso nem cérebro tem vida?,16,Embrião e feto como vida humana
Ugxj6N7YU2ugKDHgJ4Z4AaABAg,É possível fazer esses exercícios durante a menstruação?,60,Fazer exercícios na gravidez sem risco
Ugw6U5Bz66rRwSgdq654AaABAg,"Depois de uma cesárea, a próxima gestação pode terminar em parto normal ou será necessária outra cesárea?",46,Possibilidade de parto normal após cesárea
UgwVbW5Y4p89BTNFKU54AaABAg,"Posso tomar progesterona se tenho 49 anos, estou há 5 meses sem menstruar, sinto sintomas de menopausa e ainda não entrei na menopausa?",3,Uso de progesterona na reposição
UgxnGe99u8Kdbxs4BKF4AaABAg,"É possível confiar em um beta-hCG quantitativo inferior a 0,60 mUI, feito 19 dias após uma relação desprotegida, para descartar gravidez?",6,Interpretação do beta hCG quantitativo na gestação
Ugz_kpS2HJdohrH0YDR4AaABAg,Conjuntivite acontece apenas uma vez na vida?,58,Conjuntivite em bebês
UgxswJ80Z3MiPEbSH1p4AaABAg,"É possível engravidar tendo relação sem proteção, sem ejaculação dentro, durante o período fértil?",70,Risco de engravidar em relação sem proteção
UgxTJmfjybFiKfHPaEF4AaABAg,Como ela pode estar grávida se tem só 16 anos?,87,Gravidez na adolescência e infância
UgzLEDLvaWlL0tNmYbN4AaABAg,"Ao contratar um plano de saúde que cobre apenas pronto-socorro, há desconto no valor do parto particular?",34,Carência e cobertura obstétrica no parto
Ugy2iL87_1Y1_Qozf5R4AaABAg.AK0INooqHxNAVThoOs_UR3,Houve algum sintoma antes de a menstruação descer?,7,Irregularidade do ciclo menstrual
