topic_id,topic_size,top_words,example_count,examples_sha256,suggestion_1,suggestion_2,suggestion_3,model,response_id,error,selected_name,decision
134,66,"['alimentação', 'fome', 'alimentos', 'durante', 'dieta', 'gestante', 'comer', 'quantidade', 'quais', 'carnívora']",50,bde2c3c3495cf396f921e985285d2986c9d9f2490a2f4a7fd11919c31999f934,Alimentação e dieta na gestação,Dieta e alimentação da gestante,Alimentos e quantidade na gravidez,gpt-5.4-nano,resp_0fad5f4cdc14b7ae006aa5e91ced8087d2982d35a6643b6130,,,
135,43,"['cocô', 'fezes', 'evacuar', 'verde', 'força', 'fazer', 'normal', 'espumoso', 'muco', 'fórmula']",43,15abaa9c05d9d18b431052a5a28857dfc99d650216c343468c9aee29f177cfc3,Alterações nas fezes e evacuação,Mudanças no cocô e evacuar,Fezes diferentes e dificuldade evacuatória,gpt-5.4-nano,resp_0d1a2a4913d37552006aa5e91e089087d29330230f6132decd,,,
136,46,"['anos', '16', 'adolescente', '15', 'pessoa', 'engravidar', 'idade', 'engravidando', 'jovem', 'uma']",46,13c091cd9cdf5c37ded66cb4962812ca070332d06eb7fd61b6b240b192fb9811,Gravidez na adolescência e infância,Possibilidade de gravidez em meninas jovens,Adolescente ou criança grávida,gpt-5.4-nano,resp_07adf5374a4de242006aa5e91f03b487d2bc935703c1af03a3,,,
137,69,"['farmácia', 'negativo', 'testes', 'teste', 'sangue', 'exame', 'negativos', 'resultado', 'feito', 'mesmo']",50,1a65b5ec781efcbc2b51b0ae1ba92d019d09b80c6974013507caa07985867d17,Resultado negativo em testes de gravidez,Negatividade em testes de gravidez,Testes de gravidez com resultado negativo,gpt-5.4-nano,resp_0c51883a98cb4a62006aa5e91ff5c487d283635c50ca5d28ca,,,
138,42,"['sangramento', 'vermelho', 'vivo', 'apareceu', 'relação', 'errado', 'sangue', 'machucado', 'algo', 'significar']",42,f2523bf6e21b7a330f98b3935d2b5cd2313a52094f9796e10aa2ffb27f305a24,Sangramento na gravidez e após relação,Sangramento na gestação e após relação sexual,Sangramento vaginal na gravidez e após relação,gpt-5.4-nano,resp_07e6078f72f333f3006aa5e920f79487d28dabebc64017d449,,,
139,50,"['seios', 'nos', 'dor', 'sentiu', 'sentir', 'doloridos', 'ficam', 'comum', 'mamilos', 'sensação']",50,8ad85182abbb9e917c64b44cfb3b7455263197de63849e98f354f9b25b97d028,Dor e sensibilidade nos seios na gravidez,Sensibilidade e dor nas mamas na gestação,Dor nos seios e mamilos durante a gestação,gpt-5.4-nano,resp_0331fb00e864560c006aa5e921fcec87d2b0447b92868a127e,,,
140,52,"['domperidona', 'produção', 'aumentar', 'materno', 'leite', 'efeitos', 'colaterais', 'começou', 'riscos', 'quais']",50,b5601788e5bafcf8585b6454e55385ebf51843d731ee2282cc912594a9cc0da7,Domperidona para aumentar leite materno,Uso de domperidona para produção de leite,Efeitos e riscos da domperidona no leite,gpt-5.4-nano,resp_0afb76466de8a9d9006aa5e923419487d284e89f471849a176,,,
141,46,"['outro', 'ela', 'vem', 'filhos', 'jovem', 'atualmente', 'vai', 'será', 'filhas', 'nasceram']",46,f40694c4a38b440682b6e253a31e0202f9b1889a879c63c1b2e7f05d3522da08,Gestação e saúde materna com novos bebês,Novo bebê e condição da mãe,Nascimento do bebê e saúde da gestante,gpt-5.4-nano,resp_029863a7ff5bc423006aa5e924ad0c87d283122d1c0fe4b505,,,
142,54,"['quantas', 'quantos', 'meses', 'você', 'gestação', 'estava', 'semanas', 'está', 'tomadas', 'previsto']",50,49a2b73d7c836abc8c12d43fe5043ff59c83c4b22a0b7e7268e8d6c8939b32bd,Tempo de gestação em meses e semanas,Semanas e meses da gestação,Idade gestacional em semanas e meses,gpt-5.4-nano,resp_0866b89e3a470a99006aa5e925ab8887d2a1eb164647d2c8fc,,,
143,59,"['bolsa', 'estourou', 'contrações', 'estourar', 'romper', 'amniótica', 'líquido', 'ir', 'começarem', 'sair']",50,b60c6dbe7cff7e5eabd81b164269e3c6cf396de43af81e88f5914cacdc51bc2e,Rompimento da bolsa amniótica,Bolsa amniótica rompida,Saída de líquido amniótico,gpt-5.4-nano,resp_023f0c00f78bd5a8006aa5e927020c87d29dcf76ff911e8d34,,,
144,71,"['placenta', 'descolamento', 'acontece', 'baixa', 'fica', 'anterior', 'perigoso', 'corpo', 'contínuo', 'hemorragia']",50,0210f6d73fb0cfebb6259b916d6174e930ea5a2879c3272d6ea630ea0049afac,Descolamento e placenta baixa,Placenta baixa e descolamento,Riscos da placenta baixa,gpt-5.4-nano,resp_06e13a2f06ca847b006aa5e927fc9887d29575769a9a3cadc2,,,
145,69,"['dói', 'anestesia', 'cesariana', 'cesáreas', 'sente', 'cesárea', 'dor', 'menos', 'nascendo', 'relacionada']",50,c58b92e0eaf4d0bee89d72b7d33ede6a0a7295f633f6416ac16f40529801b589,Dor na cesariana e anestesia,Dor após cesárea e anestesia,Dor durante cesárea e anestesia,gpt-5.4-nano,resp_07ca189fed3818e6006aa5e928f13887d296f12e169a6fdfbc,,,
146,48,"['episiotomia', 'laceração', 'evitar', 'humanizado', 'parto', 'corte', 'rasgue', 'perineal', 'fórceps', 'garfo']",48,246c266da112d203d771ded6430b0c4aef1494e63e71c55b3919afc9ba4c8a96,episiotomia e laceração no parto humanizado,corte perineal episiotomia e laceração,evitar episiotomia e laceração no parto,gpt-5.4-nano,resp_0ce184e2db778545006aa5e92a065887d2a5fb73ad67d2e5e7,,,
147,32,"['aas', 'aspirina', 'eclâmpsia', 'pré', 'trimestre', 'mg', 'tomar', 'prevenir', 'primeiro', 'sentido']",32,06f1f3819128d58c3cf203096fb3bb1b800cbc9c46afa6aedc6c0067f039cd78,Uso de AAS para prevenir pré-eclâmpsia,Tomar aspirina para prevenção de pré-eclâmpsia,AAS na gestação para reduzir risco de pré-eclâmpsia,gpt-5.4-nano,resp_09280d7b8f99f84d006aa5e92b7bc887d2887f3a7c890c80a3,,,
148,43,"['percentil', 'semanas', '34', 'gestação', 'kg', '19', 'mm', '36', 'com', 'cm']",43,4063217ac1c39afe597e3945643860d6bf7512789de96a154268282c692c8e12,Percentis fetais e crescimento na gestação,Crescimento e percentil do bebê,Tamanho fetal por percentil na gestação,gpt-5.4-nano,resp_098283370afaaf41006aa5e92d8d4087d29a2106cf7de4f341,,,
149,57,"['pós', 'disso', 'normais', 'partos', 'sentiu', 'parto', 'muitos', 'puerpério', 'lidar', 'gases']",50,3280d282c0c7c31017e4cbd1c9cc70ae00e97249b1db2fae8197823f147c8fb2,Puerpério após o parto difícil,Recuperação no puerpério pós-parto,Bem-estar materno no pós-parto,gpt-5.4-nano,resp_03aadc67822b1a91006aa5e92ebf4087d288f8538269be4ec4,,,
150,52,"['sintomas', 'sintoma', 'sentiu', 'quais', 'mesmos', 'relatou', 'os', 'sentindo', 'apresentar', 'nenhum']",50,a4c56c51181978021277af0b5005be5a17858dd04465cea27609f8ee0047ec99,Sintomas de gravidez e ausência,Sintomas na gravidez e falta,Relato de sintomas de gestação,gpt-5.4-nano,resp_0f66efbb4d15ff4e006aa5e9300ba487d292ef329c11d07ff9,,,
151,62,"['semanas', '39', 'entrar', '40', 'induzir', '37', 'trabalho', 'gestação', '42', 'ir']",50,7b8f8388505458dd420e83566b7e64a6edf71611d2270cc851576c1d9f737b51,Quando ir à maternidade e induzir parto,Ir à maternidade e indução do parto,Início do trabalho de parto e avaliação na maternidade,gpt-5.4-nano,resp_011d23d051213c34006aa5e930f81c87d2a60a6d8bb3c8adee,,,
152,65,"['recuperação', 'cesariana', 'cesárea', 'após', 'pós', 'repouso', 'chiclete', 'operatório', 'resguardo', 'melhorou']",50,38b3a6e375c14f7dff51786b10a08dd5c8fb5ea8e270f3d0e06349beda14ca48,Recuperação no pós-cesariana,Recuperação após cesárea,Cicatrização e resguardo pós-cesariana,gpt-5.4-nano,resp_0c1d3cb3cf66d52c006aa5e932046c87d2a55a35ea648446f4,,,
153,63,"['cabelo', 'crescer', 'materno', 'crescimento', 'queda', 'leite', 'cair', 'tática', 'tanto', 'chupando']",50,584682376562cc48399b2a5f68fcb862c2f08b654de88b0395a8e112e15bb358,Leite materno no cabelo e queda pós-parto,Leite materno no cabelo e crescimento capilar,Queda de cabelo pós-parto e leite materno no cabelo,gpt-5.4-nano,resp_0960eea344bc9931006aa5e93317b887d2b3fbd3ae23b93356,,,
154,61,"['teste', 'devo', 'fazer', 'atrasar', 'repetir', 'esperar', 'menstruação', 'negativo', 'gravidez', 'atraso']",50,69c055aea38d57f658fbb29d8dee3fac4a5411ccadef233168ca6a81b5e8b709,Teste de gravidez após atraso menstrual,Quando fazer teste de gravidez,Repetir teste de gravidez com atraso,gpt-5.4-nano,resp_0b86cb0d317166ae006aa5e935191c87d2ab193e18e10d970a,,,
155,42,"['reflexo', 'vermelho', 'olho', 'preto', 'aparecer', 'câncer', 'exame', 'feito', 'cor', 'significa']",42,32e817fb6bbbbee3ff664c92d03747f82de7e6d4fcae908a23e8a54927da53c3,Significado do reflexo vermelho no bebê,Interpretação do reflexo vermelho no olho,Resultado do exame do reflexo vermelho,gpt-5.4-nano,resp_00cc438b34457d8a006aa5e9360d0887d2aa72831a7ba02e7a,,,
156,40,"['ferro', 'suplementação', 'ferritina', 'endovenoso', 'deficiência', 'avaliar', 'hemoglobina', 'ar', 'falta', 'aperto']",40,759df20aeb8be172eb4b48c4399063efa7469c2e742fe1b821db312617afc07f,Suplementação de ferro na gestação,Ferro na gestação e deficiência,Tratamento de deficiência de ferro gestante,gpt-5.4-nano,resp_0af007dbf2fe3276006aa5e937530087d299d079f892ab6f58,,,
157,39,"['trompas', 'ectópica', 'trompa', 'obstruídas', 'engravidar', 'dificultar', 'quadril', 'ovário', 'didelfo', 'útero']",39,266233c10972fefdafd9705d3660ffd2d9d98469aa1f1cfa1c02adb6fca57be8,Gravidez com trompas obstruídas,Possibilidade de engravidar trompas obstruídas,Engravidar com trompas obstruídas,gpt-5.4-nano,resp_04703804c38ae39b006aa5e938ab3c87d2bf106b93704bac91,,,
