comment_id,comentario,titulo,comentario_pai,perguntas,source_topic_id,source_topic_name,fine_topic_id,fine_topic_name
Ugxxcv8kBXbcaQWJAIN4AaABAg,Nome de homem que essa mãe podia colocar você sabe como tá Nicolas ou Gabriel,ESCOLHENDO O NOME DO BABY SE FOR MENINO 🩵 #paternidade #maternidade,,Qual nome de menino essa mãe poderia colocar: Nicolas ou Gabriel?,4,4_nome bebê_lucas_maria_bebê melhor,4,4_nome_for_nomes_vocês
UgzfxDjghCq-vRgU3gh4AaABAg.APi_VFGMaJSAPmxw0DjHWp,Parto normal n te coloca em risco ?,Parto normal ou cesárea? ✨ #relato #parto #maternidade,"Tive 1 parto normal E teria 5 parto normais Dói? Sim Eu tenho cisto na coluna, senti o triplo da dor Mais eu prefiro mil vezes parto normal, como é bom literalmente parir e depois de 2 horas ja poder ficar em pé, cuidar da minha filha, andar normal sem fica dependendo pra levantar, comer, ir no banheiro Tive minha filha e no outro dia ja estava em casa, sem pontos",O parto normal não coloca a mulher em risco?,-1,-1_ovulação_fazer teste_amamentando_posição,30,30_aborto_abortar_alguém_vida
UgxNa7qHNONSzrjHIGF4AaABAg,Amém que vem com que vem com saúde que Deus te abençoe que venha com muita saúde e que e que amiga ela seja uma boa irmã também é você a minha vai ser uma ótima irmã também que Deus te abençoe a minha vai ser uma ótima irmã querida ela é tão comportadinha tudo bem que eu vou ficar te chamando de comédia não é questão que ela que ela não não tem culpa de eu te chamar de cabeça de chamar de comédia não tem culpa a menina nem sabe que tá falando ela vai ser uma ótima irmã que Deus te abençoe vem com saúde amém muita saúde mesmo eu tô esperando seu segundo filho parabéns pela segunda-feira e é depois mostra a mia para a gente ver quando ela nasceu quando ela nascer quando a neném nasceu vocês vocês gravam vídeo da neném amém Deus te abençoe mas lembra de leis lembra de gravar o vídeo da neném só para a gente ver como é que é a neném por favorzinho eu sou uma criancinha eu sou eu tenho só 7 anos eu quero saber eu tô eu sou curiosa eu tenho só 7 anos eu sou ansiosa para lá as coisas aí eu quero ver o neném quando ela nascer então grava um vídeo gente eu tô animado vai por favor eu quero ver muita neném muito muito mesmo é porque eu tenho 7 anos então fico curiosa essas coisas por causa do meus planos que são sete eu vou fazer aí como eu tenho 7 anos aí eu fico curiosa para saber as coisas mas amém que Deus te abençoe Deus te abençoe Deus te abençoe muito eu só,Coisas que EU NÃO vou fazer quando a Olívia nascer ❌👶 #paidemenina #portugal #gravidez,,Vocês vão gravar um vídeo da bebê quando ela nascer para que possamos vê-la?,-1,-1_ovulação_fazer teste_amamentando_posição,85,85_seu_muda_luz_você
UgwcaMkjbJK1KBUpI5l4AaABAg,Kkkkkkkkkkk Quando engravidas asserio😂,Giovanna alparone o Luccas comprou uma barriga de grávida pq a jessy tava com saudades do barrigão,,Quando você vai engravidar?,-1,-1_ovulação_fazer teste_amamentando_posição,107,107_engravidar_tentando_vocês_tentar
Ugwg6bBkSkbGR3fkLdV4AaABAg,Vcs tao amando nao estar gravida pra continhar tentando ne?🥶,A MIA QUER UM IRMÃO (A) 👶🏻🤰#gravidez #familia #paidemenina #portugal,,Vocês estão gostando de não estar grávidas para poder continuar tentando engravidar?,107,107_tentando engravidar_quantas vezes_algum tratamento_todos dias,107,107_engravidar_tentando_vocês_tentar
UgxZNtZWnIRG6s26uYl4AaABAg,Me conta: Você Costuma Agitar a Mamadeira na Preparação da Fórmula do Seu Bebê?,"COMO PREPARAR MAMADEIRA (Avent, MAM, Nuk) p\ Bebê e Recém-Nascido c\ Leite NAN, Aptamil, Nestogeno",,Você costuma agitar a mamadeira na preparação da fórmula do seu bebê?,-1,-1_ovulação_fazer teste_amamentando_posição,109,109_exercícios_preparar_preparação_feitos
UgxzYYQx2SuAlSUTbPh4AaABAg,"Sabe me dizer se consigo fazer a solicitação sozinha ou nesse caso, por ser apenas uma contribuição seria melhor com advogado?","Como emitir a guia de pagamento de contribuição do INSS, para receber auxílio maternidade. #advogada",,Posso fazer sozinha a solicitação da guia de pagamento da contribuição ao INSS para receber o auxílio-maternidade ou é melhor fazê-la com um advogado?,0,0_solicitar_auxílio_benefício_contribuiu,0,0_maternidade_salário_auxílio_direito
UgyZnvYtE23-n0h8JDZ4AaABAg.AG4D5RVM_P7AG9KVgfWkQA,Ele chegou a concluir o parto?,"Médico morre enquanto realizava um parto, e é homenageado com salva de palmas.","Sim, aconteceu ontem no hospital Nair Alves de Souza na cidade onde moro, Paulo Afonso BA. Um medico excepcional, dr Francisco Xavier, dedicou mais de 50 anos de trabalho ao hospital, não sei se foi ironia do destino, o mesmo dizia q so deixaria de prestar seus serviços ao hospital qnd Deus o levasse, e levou justamente dentro do hospital. Grande profissional, que Deus o receba de braços abertos e conforte sua família",O médico chegou a concluir o parto?,51,51_parto parto_tudo certo_aconteceu_vai passar,51,51_tudo_certo_parto_deu
UgxeZj6hxuHhtwLsJfh4AaABAg,Espera aí Lucas essa barriga da Gi é verdadeiro ou não,giovanna alparone está grávida?? #luccasneto #trollface #shorts #alightmotion #humor #viralvideo,,A barriga da Gi é verdadeira?,48,48_falsa_barriga falsa_verdade barriga_barriga,48,48_falsa_barriga_mostrada_parece
UgwunsRE4mjyl-9GnWZ4AaABAg,"Descobri que hoje minha filha é O- ,2 gestacao) Eu sou O+ Pai A+ 1 filha (A+ 2 filha O- Eu fiquei em duvida O que pode acontecer e quais o riscos pra saude da bebe?","Tipo sanguíneo e fator RH diferentes entre mãe e bebê, qual o risco? #drfranciscodeassisjr",,"Quais são os riscos para a saúde da bebê considerando que a mãe é O+, o pai é A+ e a bebê é O-?",-1,-1_ovulação_fazer teste_amamentando_posição,140,140_domperidona_produção_aumentar_materno
UgwunsRE4mjyl-9GnWZ4AaABAg,"Descobri que hoje minha filha é O- ,2 gestacao) Eu sou O+ Pai A+ 1 filha (A+ 2 filha O- Eu fiquei em duvida O que pode acontecer e quais o riscos pra saude da bebe?","Tipo sanguíneo e fator RH diferentes entre mãe e bebê, qual o risco? #drfranciscodeassisjr",,"O que pode acontecer nessa situação de tipos sanguíneos diferentes entre mãe, pai e bebê?",-1,-1_ovulação_fazer teste_amamentando_posição,112,112_pai_quem_estiver_mencionada
Ugw0hsrrvBnRv-5mHol4AaABAg,Se ultrapassar os 9 meses o q acontece se o bebê não nascer?,Veja uma gestação por dentro! #drfranciscodeassisjr #gravidez #bebê,,O que acontece se a gestação ultrapassar 9 meses e o bebê não nascer?,66,66_prematuro_sete meses_bebê após_complicações,66,66_prematuro_nasceu_quantas_semanas
Ugyd8bTgh4Vkgp26CZ54AaABAg,Ué mas ela não era virgem kkkkk,giovanna alparone está grávida?? #luccasneto #trollface #shorts #alightmotion #humor #viralvideo,,É possível engravidar sendo virgem?,-1,-1_ovulação_fazer teste_amamentando_posição,157,157_trompas_ectópica_trompa_obstruídas
Ugz4fq4HxRcHpFtsQPV4AaABAg,"Tem alguma coisa pra aliviar o amargo/azedo que fica na língua e na garganta? Nossa, é horrível.",Suco de limão alivia enjoo de grávida? #drdiegoresponde,,Existe alguma coisa para aliviar o gosto amargo ou azedo que fica na língua e na garganta durante a gravidez?,40,40_início gravidez_normal sentir_dor pé_sentir dores,40,40_sentir_enjoos_enjoo_normal
UgwvJlck29j6jmkEWrp4AaABAg,Em quem feis sequixsom com ela😅😅,giovanna alparone está grávida?? #luccasneto #trollface #shorts #alightmotion #humor #viralvideo,,Com quem ela teve relações sexuais?,100,100_relações sexuais_preservativo_dentro vagina_fazer outro,100,100_sexuais_relações_sexual_relação
Ugyaj6cyLd9CFNcm2Rx4AaABAg.AJSAsMnEK8OAJl0njw1sXZ,"Oieee, como vc está ? Deu tudo certo ? Estou de 39+3 hoje",Primeiros SINAIS de que o PARTO está PRÓXIMO e sintomas de trabalho de parto,"Tô com 39 semanas e estou com a síndrome de nersing, náusea e a contração de treinamento vinda com dor na lombar",O parto correu tudo bem?,51,51_parto parto_tudo certo_aconteceu_vai passar,51,51_tudo_certo_parto_deu
UgxE1xreWwSgzNC1CAl4AaABAg,😱😱😱😱 barigona sera que vai ter gênios,giovanna alparone está grávida?? #luccasneto #trollface #shorts #alightmotion #humor #viralvideo,,Ela vai ter gêmeos?,15,15_gêmeos_dois bebês_único_diferentes,15,15_gêmeos_trigêmeos_bebês_são
UgzxMiOz1CBOFxNBFaR4AaABAg,E oq a sr tá grávida eu surtei ou é mirtira amo seus vídeos,Nunca diga NÃO pra uma GRÁVIDA ! 🤰 #humor #shorts #gravida,,A pessoa do vídeo está grávida?,77,77_gravidez mencionada_informação_pessoa_mostrado vídeo,77,77_vídeo_mencionada_pessoa_mencionado
UgzxMiOz1CBOFxNBFaR4AaABAg,E oq a sr tá grávida eu surtei ou é mirtira amo seus vídeos,Nunca diga NÃO pra uma GRÁVIDA ! 🤰 #humor #shorts #gravida,,Isso é mentira?,11,11_vai passar_três vezes_tudo novo_psicológico,11,11_isso_nesse_caso_luvas
UgyddcrblLDrmN5QafF4AaABAg,20 de janeiro ou 5 de fevereiro,TEMOS A DATA QUE A OLÍVIA VAI NASCER 😭🩷 #paidemenina #gravidez #portugal,,A bebê vai nascer em 20 de janeiro ou em 5 de fevereiro?,5,5_aniversário_janeiro_nascimento bebê_dia 28,5,5_nascer_fevereiro_dia_vai
UgytmfzN1HCWpQ-IlpR4AaABAg,Estrela você é mamãe vai ter o Papai Noel selinho aí né,A ESTRELA TÁ GRÁVIDA DE 5 FILHOTES *Ganhamos novos Pets?,,A Estrela está grávida?,74,74_ficou grávida_cinco_meninos_descobriram,74,74_estrela_filhotes_dos_pai
UgztaMOKc5BAf16o-r94AaABAg,"Que triste essa situação, mas se não tem condições de ter filhos porque os coloca no mundo?? Os meios para evitar são de graça nos postos de saúde, como preservativos etc! Irresponsabilidade isso!",GRÁVIDA NO LIXO NÃO SABIA QUAL ERA O SEXO DO SEU BEBÊ! #gabrielmonteiro #mulher #mae #gravidez #bebe,,Por que alguém que não tem condições de ter filhos os coloca no mundo?,64,64_ter filhos_mundo_cuidar_tão nova,64,64_filhos_condições_mundo_filho
UgwimYE7jz_H7zSr-Rh4AaABAg,👏 Pode me explicar porque acontece da placenta não está conseguindo passar os alimentos corretamente para o bebê?,Veja uma gestação por dentro! #drfranciscodeassisjr #gravidez #bebê,,Por que a placenta pode não conseguir passar os alimentos corretamente para o bebê?,144,144_descolamento_anterior_pode trazer_útero após,144,144_placenta_descolamento_acontece_baixa
UgzxHM9H_GdGMX9T7vh4AaABAg.ADw8l05IhQiAEHZccIk48I,"-g6w Tem que tomar 10/anos. Grávidas dtpa em todas as gestação que a mulher tiver, mesmo dentro do espaço de 10 anos.",Sintoma de Tétano 😱#medicina #medico #enfermagem #enfermeiro #enfermeira #curiosidades Opistótono,A importância da vacinação contra tétano ai.,"Gestantes precisam tomar a vacina DTPa em todas as gestações, mesmo que a última dose tenha sido aplicada dentro de 10 anos?",16,16_contra_vacinas_intervalo_primeiros dias,16,16_vacina_bronquiolite_contra_abrysvo
UgzenTOm8HGsD-8xhlB4AaABAg,E Arthur e sophia eles não são gêmeos não ????????,Tia Sara está grávida de gêmeos?,,Arthur e Sophia são gêmeos?,-1,-1_ovulação_fazer teste_amamentando_posição,15,15_gêmeos_trigêmeos_bebês_são
UgzPY8cKtMKJpoArtbV4AaABAg,O que é cesária?,Como subir na cama após cesárea,,O que é cesárea?,-1,-1_ovulação_fazer teste_amamentando_posição,19,19_cesárea_cesariana_indicações_parto
UgxSy-SIyg9RnGcT98J4AaABAg.ATLdMJaAwLdAVL6V1jw55n,"O meu também e a médica disse que era um depois do almoço, comprei e vem duas capsulas","Regenesis Pré, Regenesis e Regenesis Premium",Na descrição está falando 1 comprimido por dia do premium,"O Regenesis Premium deve ser tomado em uma cápsula por dia ou em duas cápsulas, se a médica orientou tomar um após o almoço?",70,70_vitaminas_000_risco pré_50,70,70_suplemento_vitamina_suplementos_vitaminas
UgwssmLrvT5Bu1q6R5R4AaABAg.ANp9zD0TN3PAWZhhn0xXoT,"Thais depois que vc confirmou você esperou em casa? Ou fez curetagem? Se esperou em casa, quantos dias e quais foram os sintomas? Eu estou esperando em casa depois da confirmação do morfológico porém estou sentindo cólicas e tá saindo só borra de café",Aborto Retido: Quais São os Sintomas Físicos? Como suspeitar?,Meu sangramento apresentou na cor borra de café e fiz o exame deu aborto retido nem sempre é em grande quantidade por isso qualquer sinal é um alerta independente da cor e quantidade,"Depois da confirmação do aborto retido, você esperou em casa ou fez curetagem?",67,67_química_aborto espontâneo_engravidar novamente_21 semanas,67,67_aborto_retido_espontâneo_curetagem
UgwssmLrvT5Bu1q6R5R4AaABAg.ANp9zD0TN3PAWZhhn0xXoT,"Thais depois que vc confirmou você esperou em casa? Ou fez curetagem? Se esperou em casa, quantos dias e quais foram os sintomas? Eu estou esperando em casa depois da confirmação do morfológico porém estou sentindo cólicas e tá saindo só borra de café",Aborto Retido: Quais São os Sintomas Físicos? Como suspeitar?,Meu sangramento apresentou na cor borra de café e fiz o exame deu aborto retido nem sempre é em grande quantidade por isso qualquer sinal é um alerta independente da cor e quantidade,"Se você esperou em casa, por quantos dias e quais foram os sintomas?",-1,-1_ovulação_fazer teste_amamentando_posição,150,150_sintomas_sintoma_sentiu_quais
UgwssmLrvT5Bu1q6R5R4AaABAg.ANp9zD0TN3PAWZhhn0xXoT,"Thais depois que vc confirmou você esperou em casa? Ou fez curetagem? Se esperou em casa, quantos dias e quais foram os sintomas? Eu estou esperando em casa depois da confirmação do morfológico porém estou sentindo cólicas e tá saindo só borra de café",Aborto Retido: Quais São os Sintomas Físicos? Como suspeitar?,Meu sangramento apresentou na cor borra de café e fiz o exame deu aborto retido nem sempre é em grande quantidade por isso qualquer sinal é um alerta independente da cor e quantidade,É normal sentir cólicas e eliminar apenas borra de café enquanto se espera em casa após a confirmação do aborto retido?,67,67_química_aborto espontâneo_engravidar novamente_21 semanas,67,67_aborto_retido_espontâneo_curetagem
Ugx8yX6BdX-RW7zfjAl4AaABAg,"Ola! Dr.sou casada tenho 48 anos tive 2 filhos Cesária,mas sou muito apertada me ajudar",TRÊS EXERCÍCIOS INFALÍVEIS QUE VÃO TE DEIXAR APERTADINHA,,"Tenho 48 anos, tive dois filhos por cesárea e sou muito apertada; como posso me ajudar?",26,26_35 anos_42 anos_anos possível_engravidar novamente,26,26_anos_aos_engravidar_35
UgzgIhJSlSp3odKaGfB4AaABAg.ANd-2GfLw66AWBtK6ntNGk,​ não tiver no período de carência tem direito?,Passo a passo de como solicitar o salário maternidade #inss #salariomaternidade #grávidas,Eu fiz sozinha. Foi bem tranquilo. Recebi 12 dias após o nascimento do meu filho.,Quem não cumpre o período de carência tem direito ao salário-maternidade?,0,0_solicitar_auxílio_benefício_contribuiu,0,0_maternidade_salário_auxílio_direito
Ugy5m12_0KMpyCPk0nZ4AaABAg,Oliver? E bonito,ESCOLHENDO O NOME DO BABY SE FOR MENINO 🩵 #paternidade #maternidade,,O nome Oliver é bonito para um menino?,4,4_nome bebê_lucas_maria_bebê melhor,4,4_nome_for_nomes_vocês
UgxxCTbR6fZOQ5_apP94AaABAg,"Agora eu estou com 37 semanas e 4 dias. E sempre senti uma quantidade enorme de contrações de treinamento. Quando completei 35 semanas, começou umas contrações muito fortes que começava de cima e ia como se estivesse empurrando para baixo, essas contrações venho junto a cólica e dores nas costas como se fosse inicio de menstruação, a dor ia aumentando conforme as contrações chegavam, porem era contracoes desregulada. Fui até o hospital a qual foi necessário aplicar um soro para as contrações pararem pois ainda era prematuro. Hoje e quarta, quando foi na segunda eu comecei a me sentir estranha e uma pressão pélvica muito grande. Quando foi na terça eu comecei a sentir as contrações novamente acompanhada de dor, mais do que a outra vez. Não fui ate o hospital e resolvi ficar em casa para ver se evoluía. A dor ainda esta aqui mais bem menor. Da primeira vez que isso aconteceu, eu fui para 1 cm de dilatação e ate semana passada, 2 semanas depois das dores começaram, eu ainda estava com 1 cm. Eu não sei se esses meus sintomas e acontecendo mais dilatação ou se significa que estou entrando em trabalho de parto.",Primeiros SINAIS de que o PARTO está PRÓXIMO e sintomas de trabalho de parto,,Esses sintomas com 37 semanas e 4 dias significam que estou aumentando a dilatação ou entrando em trabalho de parto?,6,6_38_semanas dias_39 semanas_33 semanas,6,6_dilatação_semanas_38_contrações
UgyJ4LZuAQKzuKsPgEx4AaABAg.AQZmpC5fnz4ARVH39HlvRE,O bebê dentro da barriga escuta,Coisas que EU NÃO vou fazer quando a Olívia nascer ❌👶 #paidemenina #portugal #gravidez,"Acho ele super certo,tenho 10 anos e tudo isso que ele falou tá tudo certo porque o pai ou mãe que fica tirando o brinquedo da filha mais velha pra dar pra mais nova,para de dar atenção para irmã mais velha e dar má atenção a mais nova,ficar obrigando a mais velha a dividir os brinquedos mesmo os brinquedos sendo dela,deixar CRIANÇAS cuidando de crianças menores que ela é quando faz alguma coisa errada com a irmã ainda brigam sendo que a culpa é dos pais que deixam as crianças cuidando de outras crianças.... pra mim isso é irresponsabilidade dos pais,o problema não é a criança e sim os pais,sem falar que tudo eles colocam ""ela é menor,você já é grandinha/nho......cara isso é chato demais....",O bebê dentro da barriga escuta?,-1,-1_ovulação_fazer teste_amamentando_posição,20,20_dentro_cordão_umbilical_útero
UgxYnb_DIoZUUL2VIqF4AaABAg.ALn2SugjPUXAM0zfAhql2k,A mulher é completamente livre pra não engravidar. Mas tem que assumir a consequência que nesse caso é intransferível. Assim como homens tem que assumir as consequências quando engravida uma mulher. Não é opcional assumir a criança (e não deve ser) Ou vc acha que a paternidade também não deve ser imposta aos homens?​,Embrião 😱 #medicina #medico #enfermagem #enfermeiro #enfermeira Vida Gestacional e Fetal,"Toda vez q um abortista vir com a asneira ""é só um amontoado de células"" mostre esse vídeo e o livro de embriologia do Moore",A paternidade também não deve ser imposta aos homens?,-1,-1_ovulação_fazer teste_amamentando_posição,131,131_homens_engravidar_faz_sabem
UgwvrPEG4cmS8boF8qd4AaABAg,O materna tem que ser tomado mesmo até o final da gestação?,A VERDADE SOBRE A SUPLEMENTAÇÃO DE CÁLCIO NA GRAVIDEZ,,O suplemento Materna precisa ser tomado até o final da gestação?,70,70_vitaminas_000_risco pré_50,70,70_suplemento_vitamina_suplementos_vitaminas
Ugwzo3a8ZnpZeGoaAGV4AaABAg.AE_k_VhMfE-ASidm4kEK9z,"Eu faço assim tb, mas queria emagrecer tb 😂 você menstrua depois que usa nesse período?",Progesterona: Como Escolher a Melhor Via e Maximizar os Benefícios - EP03 | Tipos de Reposição,"Faz 2 meses que passo 1 pump de estrogel todos os dias pela manhã e 14 dias de progesterona a noite via oral....minha vida mudou, sem dores, estou perdendo peso e me sentindo maravilhosa, tenho 48 anos.","Depois de usar progesterona nesse período, a menstruação acontece?",2,2_100 mg_vaginal_200_hormônios,2,2_progesterona_via_oral_vaginal
UgycJXcX7QNN3GMaaAF4AaABAg.AG5vUn_oGUyAGO6PabgFsA,Mas como pode contrações tipo cólicas serem semelhantes a ossos quebrando​?? Isso que não entendo.,Como Acontece a Dilatação no Parto?,"Meu Deus, isso deve doer na alma, no cérebro, no corpo inteiro, principalmente lá. Sem explicação para o tanto que isso deve doer. Jesus 😢😢",Por que contrações parecidas com cólicas podem ser comparadas à dor de ossos quebrando no parto?,-1,-1_ovulação_fazer teste_amamentando_posição,36,36_dor_analgesia_parto_mulheres
Ugw1UWqagieSzL3bgJB4AaABAg.AGfo3MW8AnjAOYBMqRT4qC,"⁠ quero ter mais filhos, e gostaria que todos fossem normal, no meu caso, não tem como esperar que eu entre em trabalho de parto natural, eu chegaria fácil a 40 semanas, mas é seguro induzir o parto com 38 semanas porque tenho diabetes, fui internada com 38 semanas e meu bebê nasceu de 38+2 no dia do aniversário do meu pai, mas eu passei a gestação inteira me preparando psicologicamente pra uma cesárea, pois tinha risco de pré eclampsia, mas eu me cuidei tanto que o rastreio foi negativo até o fim 🙏🏻 a pressão também não subiu com s dor graças a Deus.",Como Acontece a Dilatação no Parto?,"Fiquei 25h em trabalho de parto, foi parto normal induzido! Que DOR! Fiquei 20 horas somente com 3cm de dilatação, daí em diante foi ladeira abaixo 😅, depois que a bolsa estourou sozinha a dor intensificou, e essa vontade final de fazer força, parece um cocô gigante e grosso (do tamanho de um extintor) querendo sair de você, mas é só a cabeça do bebê coroando… quando sai é um alívio e você sai da maternidade jurando que nunca mais vai passar por isso… enfim! Não vejo a hora de viver isso novamente! ❤️",É seguro induzir o parto com 38 semanas em uma gestante com diabetes?,111,111_diabetes gestacional_médico pode_pode relacionado_induzir parto,111,111_diabetes_gestacional_glicemia_jejum
UgyMZGdn4raqe2cz8NB4AaABAg.ANmmCeBpk9kAO6B5tT_rBc,​ pq não vale a pena?,Auxílio Maternidade para Gravidas 2025- Como Solicitar e Como Pagar a Guia Para ter Direito,"Olá, sou advogada e estou me especializando em previdenciário. Só teve um erro no seu vídeo, para pagar como contribuinte individual você precisa antes declarar qual atividade você exerce de forma autônoma e anexar provas como nota fiscal, por isso, recomendo o código 1143 de segurada facultativa (estudantes, dona do lar). Nesse o risco de seu benefício ser negado é menor, caso você não tenha provas e nem MEI para comprovar sua atividade! Qualquer dúvida, estou à disposição.",Por que não vale a pena pagar a guia para ter direito ao auxílio-maternidade?,0,0_solicitar_auxílio_benefício_contribuiu,0,0_maternidade_salário_auxílio_direito
UgzNh3RsH84OD6xj9SR4AaABAg,"Eu não sim dores e os desconfortos são bem leves e esporádicos. Mas minha barriga fica dura o tempo todo (e está assim há 3 dias). Ficar dura dessa forma é ""normal""? Estou com 31 semanas hoje.",Contrações de Treinamento | Braxton Hicks | Sinais do Parto,,É normal que a barriga fique dura o tempo todo por três dias em uma gestação de 31 semanas?,60,60_normal barriga_14 semanas_gravidez barriga_kg,60,60_barriga_kg_dura_crescer
UgxAKovAs8sUWw3Qp2p4AaABAg,"Aquelas calcinha da lupo,que parece meia mais ela é média compressão pode?",CINTA PÓS PARTO: Usar ou não Usar?,,As calcinhas de média compressão da Lupo podem ser usadas no pós-parto?,78,78_posso usar_40 dias_banho_indicada,78,78_pós_taping_cinta_calcinha
UgzwBPuOi3SZKtlHRPN4AaABAg,"Peço pra mostrar um parto verdadeiro, quero ver como fica a vagina nesse momento",O que acontece com o bebê durante o parto?,,Como fica a vagina durante um parto verdadeiro?,-1,-1_ovulação_fazer teste_amamentando_posição,114,114_urinária_pélvica_fisioterapia_vagina
UgxiNYPgBTzmpscevgd4AaABAg,eu trabalhei de carteira assinada durante a gravidez tive a bb e fiquei 4 meses de licença tenho direito a esse salário maternidade?,"Salário Maternidade: Como receber R$ 6.072,00 com Apenas 1 Contribuição!",,"Tenho direito ao salário-maternidade se trabalhei com carteira assinada durante a gravidez, tive o bebê e fiquei 4 meses de licença?",0,0_solicitar_auxílio_benefício_contribuiu,0,0_maternidade_salário_auxílio_direito
UgxjYSsDgv3TeaWm0cB4AaABAg.AUxz2gzp3KeAV9EsxF0oV7,E como está agora?,APRENDA: NIDAÇÃO ou MENSTRUAÇÃO? Como Diferenciar o Sangramento,"Eu não vi nenhum comentário em vídeo algum parecido com o que eu passei, então vou compartilhar, vamos lá: Do dia 30/31 de janeiro tivemos a relação, digo 30/31 porque foi de madrugada, então vamos tomar partida como dia 31. A relação terminou por volta das 2:30h, e eu tomei a pílula levvonorgestrel às 9/10h. Detalhe importante, eu tenho certeza que o sêmen não caiu, minha preocupação foi com aquele líquido transparente que costuma vim antes, pelo o que analisei na hora não caiu uma gotinha de nada, porém a mente ficou no ""mas e se..."". Tudo isso foi em janeiro. Agora em fevereiro acredito eu que com 1 semana e meia depois eu sangrei rosado, sangue esse que apenas manchou o papel higiênico, como eu costumo ter um fluxo muito forte eu estranhei na hora e começou as paranóias. No dia 17/02 fiz meu primeiro teste de farmácia com a primeira urina do dia da forma que me foi orientado, o teste deu negativo, não satisfeita dia 28/02 no fim do mês fiz outro teste de farmácia de outra marca, uma marca bem conhecida, também com a primeira urina do dia e deu negativo também. Agora virou para março, tive minha menstruação com cor e tom normal, ela não atrasou em nem nada, eu acho que veio até poucos dias antes. O que me chamou atenção foi que a menstruação veio pouca coisa menos intensa que o comum, mas ainda sim o suficiente pra encher 2 absorventes noturnos. Não satisfeita com tudo isso, dia 17/03, 47 dias após a relação resolvi fazer um beta HCG qualitativo ( positivo/ negativo), e o teste também deu negativo. Nesse meio período eu senti dor de cabeça e dor no estômago, porém eu costumo comer muita coisa gordurosa, então fiquei com um certo receio. Essa dor não foi todos os dias e nem com uma grande frequência. Não sei se é loucura, mas estou indo fazer um teste qualitativo amanhã 59 dias após a relação. Perdão ser tão específica, mas eu acho que precisava. Estou achando que estou ficando meio paranóica as vezes, vi muitos vídeos e que tem pessoas que engravidam mesmo com todos esses testes negativos, a diferença entre eu e elas e que eu menstruei e ainda sinto dúvidas. Obs: não gostaria de ser mãe agora, não sei se essa bagunça toda foi efeito da pílula","Como está a situação atualmente depois da relação, dos testes e da menstruação?",59,59_deu positivo_deu negativo_resultado_gravidez positivo,59,59_teste_positivo_deu_resultado
Ugzz8AQ6d97OPV3oU3d4AaABAg,1 2 ou 3 de fev,TEMOS A DATA QUE A OLÍVIA VAI NASCER 😭🩷 #paidemenina #gravidez #portugal,,"A Olívia vai nascer no dia 1, 2 ou 3 de fevereiro?",28,28_olivia_vai nascer_02_dia 27,28,28_olívia_nascer_vai_olivia
UgxRBJ3VTSpEEWQ2-8F4AaABAg.AEOBLmt40IRAIQrVOtxbGp,"Como foi tudo lá, Roni?",Qual é o melhor parto? Parto normal ou cesárea?,"Já cuidem minhas irmãs Cesária elas sofreram e muito difícil, já uma teve normal ontem vamos ver como vai ser",Como foi tudo durante o parto?,-1,-1_ovulação_fazer teste_amamentando_posição,51,51_tudo_certo_parto_deu
Ugw-xPdOdGzKk_QsnaV4AaABAg,Será que o oxigênio é para sempre? Ele è muito lindo ❤,Como esta o bebe mais prematuro do mundo? #bebe #baby #RN #prematuro #rubervalpg,,O bebê precisará usar oxigênio para sempre?,47,47_procedimento_cuidar bebê_enfermeira_vai ficar,47,47_oxigênio_respirar_procedimento_luvas
UgxcyD9b5eSW2-GSnzV4AaABAg,"Oiii, quero saber sobre a evolução dele na UTI",Relato de parto (PREMATURO 31 SEMANAS COM PLACENTA PRÉVIA),,Qual é a evolução dele na UTI?,-1,-1_ovulação_fazer teste_amamentando_posição,51,51_tudo_certo_parto_deu
UgxSD6ZmjHa8Nwxp9dF4AaABAg.APfdIkMLiNnAPhZbRDrTDN,Doutora fala mais sobre a lei do acompanhante o que mudou o que podemos chamar a polícia e exigir na hora,5 coisas que TODA gestante deveria saber (mas a maioria ignora!),"👉🏼 Conheça o Curso Gestação, Parto e Puerpério, que já impactou mais de 3 mil gestantes. Parto não tem replay, seja protagonista da sua história! 👉🏼 Fale com o time de matrículas da Jannuzzi Educação e conheça a melhor solução para o seu caso!",O que mudou na lei do acompanhante durante o parto?,-1,-1_ovulação_fazer teste_amamentando_posição,45,45_sus_pelo_natal_pré
UgxSD6ZmjHa8Nwxp9dF4AaABAg.APfdIkMLiNnAPhZbRDrTDN,Doutora fala mais sobre a lei do acompanhante o que mudou o que podemos chamar a polícia e exigir na hora,5 coisas que TODA gestante deveria saber (mas a maioria ignora!),"👉🏼 Conheça o Curso Gestação, Parto e Puerpério, que já impactou mais de 3 mil gestantes. Parto não tem replay, seja protagonista da sua história! 👉🏼 Fale com o time de matrículas da Jannuzzi Educação e conheça a melhor solução para o seu caso!","Na hora do parto, é possível chamar a polícia e exigir o direito ao acompanhante?",-1,-1_ovulação_fazer teste_amamentando_posição,51,51_tudo_certo_parto_deu
